soil_moisture,soil_temperature,air_temperature,air_humidity,wind_speed,wind_direction,irrigation_class,irrigation_label
63.8,28.2,31.1,48.5,7.4,303.2,0,NO IRRIGATION
62.2,22.0,23.1,86.3,1.8,29.5,0,NO IRRIGATION
15.0,39.0,39.3,20.3,9.8,109.3,3,HIGH IRRIGATION
38.0,20.3,20.7,75.9,0.7,299.2,1,LOW IRRIGATION
34.5,21.1,23.1,51.2,10.0,310.2,2,MEDIUM IRRIGATION
58.1,17.2,16.8,70.3,1.6,250.1,0,NO IRRIGATION
72.5,20.6,22.7,88.4,8.7,34.5,0,NO IRRIGATION
22.7,27.7,31.5,36.7,19.0,222.5,3,HIGH IRRIGATION
73.5,15.1,16.3,79.4,0.5,228.6,0,NO IRRIGATION
19.3,35.4,36.8,40.0,6.1,298.3,3,HIGH IRRIGATION
24.0,36.3,39.6,28.9,11.2,138.7,3,HIGH IRRIGATION
31.4,33.7,37.1,34.9,2.0,128.6,2,MEDIUM IRRIGATION
32.4,32.4,34.2,45.4,8.7,192.1,2,MEDIUM IRRIGATION
17.2,30.5,31.6,31.9,12.4,292.7,3,HIGH IRRIGATION
76.2,22.5,24.2,78.7,7.3,104.8,0,NO IRRIGATION
37.0,22.0,24.0,85.7,15.0,215.1,1,LOW IRRIGATION
65.4,20.5,21.1,50.9,4.3,239.4,0,NO IRRIGATION
39.6,18.0,16.6,84.2,1.5,109.3,1,LOW IRRIGATION
38.1,17.4,19.2,85.7,7.1,332.2,1,LOW IRRIGATION
35.6,28.0,29.1,43.4,9.4,328.0,2,MEDIUM IRRIGATION
35.5,27.4,31.0,30.6,33.0,218.0,2,MEDIUM IRRIGATION
77.8,20.5,22.6,75.4,7.1,60.1,0,NO IRRIGATION
17.3,44.6,46.1,17.5,17.3,81.6,3,HIGH IRRIGATION
37.3,33.7,34.7,40.7,6.9,12.2,2,MEDIUM IRRIGATION
50.2,22.0,24.0,83.2,1.2,219.8,0,NO IRRIGATION
67.2,20.2,23.6,88.6,2.5,33.5,0,NO IRRIGATION
36.7,25.4,26.1,34.2,8.0,266.2,1,LOW IRRIGATION
13.3,24.4,26.9,28.6,6.4,129.1,3,HIGH IRRIGATION
59.1,19.6,21.0,47.4,7.5,55.4,0,NO IRRIGATION
73.1,22.2,25.1,87.4,7.9,181.5,0,NO IRRIGATION
41.1,32.0,34.1,42.7,28.6,62.2,2,MEDIUM IRRIGATION
62.6,21.6,23.6,52.9,9.6,324.8,0,NO IRRIGATION
33.5,41.7,42.0,12.4,6.0,46.6,2,MEDIUM IRRIGATION
64.4,22.5,25.0,86.5,9.8,149.0,0,NO IRRIGATION
73.8,23.7,25.1,88.0,3.8,201.9,0,NO IRRIGATION
40.3,24.6,25.6,44.7,5.9,213.8,1,LOW IRRIGATION
19.1,34.7,34.6,31.2,9.3,149.5,3,HIGH IRRIGATION
73.2,17.0,17.9,94.2,1.3,68.1,0,NO IRRIGATION
38.1,21.1,21.8,55.0,6.1,242.9,1,LOW IRRIGATION
19.1,30.4,31.4,43.4,12.8,109.7,3,HIGH IRRIGATION
65.6,27.4,28.5,97.5,7.5,219.9,0,NO IRRIGATION
21.2,28.5,29.2,26.3,8.2,356.1,3,HIGH IRRIGATION
76.1,23.8,26.0,85.8,13.8,321.9,0,NO IRRIGATION
53.1,21.7,23.8,66.9,2.9,260.5,0,NO IRRIGATION
45.4,32.0,33.9,23.9,8.0,51.0,1,LOW IRRIGATION
47.4,23.1,25.3,57.6,1.0,186.1,1,LOW IRRIGATION
29.0,33.8,37.1,35.9,2.6,159.1,2,MEDIUM IRRIGATION
44.7,14.3,15.6,71.9,4.6,253.2,0,NO IRRIGATION
64.2,13.8,14.1,81.2,2.9,270.0,0,NO IRRIGATION
30.1,29.8,30.8,25.7,10.6,67.1,2,MEDIUM IRRIGATION
35.6,25.7,24.8,44.1,10.1,176.1,2,MEDIUM IRRIGATION
14.6,31.8,34.2,17.4,8.2,139.6,3,HIGH IRRIGATION
9.1,46.0,47.5,17.8,6.4,215.7,3,HIGH IRRIGATION
22.4,32.1,33.0,44.9,5.7,349.7,3,HIGH IRRIGATION
66.8,23.2,24.7,43.1,2.8,134.2,0,NO IRRIGATION
74.6,12.6,15.3,72.3,10.1,159.3,0,NO IRRIGATION
86.6,23.6,26.0,84.7,17.5,253.9,0,NO IRRIGATION
39.0,25.1,26.6,59.0,1.0,214.6,1,LOW IRRIGATION
39.7,22.8,23.5,50.3,6.3,174.4,1,LOW IRRIGATION
46.8,18.7,19.8,53.0,17.1,242.6,1,LOW IRRIGATION
14.7,29.4,29.4,27.5,20.8,339.2,3,HIGH IRRIGATION
35.1,28.2,29.4,31.1,20.1,197.0,2,MEDIUM IRRIGATION
16.8,41.0,38.3,17.9,13.6,205.5,3,HIGH IRRIGATION
43.9,25.3,27.2,53.3,22.0,340.0,1,LOW IRRIGATION
47.9,25.0,28.1,53.3,6.5,236.2,1,LOW IRRIGATION
30.3,23.8,23.9,60.9,6.3,128.7,2,MEDIUM IRRIGATION
41.2,27.3,29.9,50.3,7.2,45.5,1,LOW IRRIGATION
39.5,25.7,29.0,48.9,2.0,14.3,1,LOW IRRIGATION
57.4,15.9,18.5,73.2,3.5,282.8,0,NO IRRIGATION
76.5,21.1,22.3,82.0,4.1,64.4,0,NO IRRIGATION
42.7,24.6,28.1,58.2,1.8,114.4,1,LOW IRRIGATION
68.8,17.1,20.4,79.0,8.3,93.6,0,NO IRRIGATION
67.5,22.8,25.5,55.2,3.6,225.1,0,NO IRRIGATION
15.8,33.7,37.1,28.2,6.0,104.0,3,HIGH IRRIGATION
31.0,28.6,31.2,42.8,9.4,103.6,2,MEDIUM IRRIGATION
53.8,21.8,22.5,58.7,6.1,138.2,0,NO IRRIGATION
12.9,33.5,38.6,18.8,7.7,259.8,3,HIGH IRRIGATION
11.1,46.0,44.3,12.5,28.9,307.9,3,HIGH IRRIGATION
53.3,13.1,14.9,70.9,5.8,30.3,0,NO IRRIGATION
27.0,39.4,38.4,26.0,12.3,223.3,3,HIGH IRRIGATION
31.3,28.7,31.1,39.7,9.6,149.2,2,MEDIUM IRRIGATION
42.9,19.9,20.5,79.6,8.0,341.9,1,LOW IRRIGATION
51.6,18.3,17.9,96.0,2.2,279.0,0,NO IRRIGATION
24.0,35.6,34.0,16.9,11.2,264.3,3,HIGH IRRIGATION
70.3,18.7,20.4,92.8,6.3,158.5,0,NO IRRIGATION
40.7,24.8,27.2,51.5,1.3,41.5,1,LOW IRRIGATION
67.0,16.3,18.4,75.1,3.9,349.8,0,NO IRRIGATION
28.5,23.6,25.6,44.4,2.0,305.2,2,MEDIUM IRRIGATION
70.2,24.5,28.1,93.4,14.4,137.7,0,NO IRRIGATION
28.6,18.9,21.5,50.1,9.0,332.8,2,MEDIUM IRRIGATION
32.7,31.6,34.3,36.3,8.0,70.4,2,MEDIUM IRRIGATION
84.6,22.3,24.0,96.0,12.7,332.3,0,NO IRRIGATION
33.8,26.1,27.3,44.9,2.8,113.9,2,MEDIUM IRRIGATION
46.3,23.1,25.3,56.3,4.9,4.8,1,LOW IRRIGATION
42.4,31.9,31.5,35.8,19.3,313.0,2,MEDIUM IRRIGATION
74.0,22.0,24.0,71.2,7.1,314.1,0,NO IRRIGATION
59.5,21.1,23.6,80.4,3.5,333.9,0,NO IRRIGATION
41.2,28.9,31.0,24.5,8.4,66.1,1,LOW IRRIGATION
38.7,34.6,35.9,35.0,17.0,19.2,2,MEDIUM IRRIGATION
35.7,13.2,13.0,76.1,2.2,30.9,1,LOW IRRIGATION
17.7,25.1,27.0,21.5,12.6,23.6,3,HIGH IRRIGATION
44.8,24.4,29.3,47.8,20.8,73.3,1,LOW IRRIGATION
84.2,19.1,22.6,88.6,9.2,266.0,0,NO IRRIGATION
58.4,21.7,25.0,87.7,3.2,336.7,0,NO IRRIGATION
63.6,19.2,22.8,92.7,3.9,17.8,0,NO IRRIGATION
87.1,22.4,23.3,76.6,8.9,79.7,0,NO IRRIGATION
47.4,31.4,34.9,33.9,17.1,214.4,1,LOW IRRIGATION
49.6,34.5,35.9,38.5,16.5,273.8,1,LOW IRRIGATION
25.8,30.0,31.8,25.5,2.5,263.2,2,MEDIUM IRRIGATION
62.2,25.0,24.1,55.6,6.7,302.1,0,NO IRRIGATION
14.1,29.6,31.4,29.7,7.2,334.1,3,HIGH IRRIGATION
53.5,25.9,27.8,59.1,6.8,61.0,1,LOW IRRIGATION
51.7,16.1,17.2,82.6,0.5,332.3,0,NO IRRIGATION
65.5,22.4,26.9,60.3,9.6,347.2,0,NO IRRIGATION
30.6,39.4,40.7,19.0,5.9,279.9,3,HIGH IRRIGATION
30.4,29.2,32.2,44.3,6.4,47.0,2,MEDIUM IRRIGATION
41.5,34.3,36.3,36.6,6.5,24.9,2,MEDIUM IRRIGATION
43.7,34.2,34.8,31.1,11.2,86.8,2,MEDIUM IRRIGATION
58.7,12.0,11.6,73.7,4.9,71.1,0,NO IRRIGATION
47.3,16.9,19.4,77.9,5.2,210.6,0,NO IRRIGATION
28.9,38.5,42.3,28.1,5.4,136.8,3,HIGH IRRIGATION
69.7,24.4,26.4,82.4,6.2,302.3,0,NO IRRIGATION
55.0,14.8,15.5,74.3,1.5,141.7,0,NO IRRIGATION
67.2,23.7,25.4,72.0,21.6,269.9,0,NO IRRIGATION
67.7,19.3,22.8,76.9,2.5,71.0,0,NO IRRIGATION
25.6,43.4,40.9,24.1,25.4,192.8,3,HIGH IRRIGATION
28.0,40.6,41.3,16.2,11.0,74.1,3,HIGH IRRIGATION
71.6,23.9,25.8,82.8,11.3,226.5,0,NO IRRIGATION
33.6,33.2,38.2,35.3,4.9,136.8,2,MEDIUM IRRIGATION
26.8,28.2,26.9,51.4,2.7,208.6,2,MEDIUM IRRIGATION
19.7,39.9,38.9,16.4,21.5,330.1,3,HIGH IRRIGATION
50.6,36.9,41.2,41.8,10.5,25.9,1,LOW IRRIGATION
48.0,27.9,28.8,30.2,5.6,355.9,1,LOW IRRIGATION
45.0,19.9,20.3,84.8,8.0,77.6,1,LOW IRRIGATION
49.4,21.9,24.8,53.5,9.9,112.8,0,NO IRRIGATION
14.6,36.6,36.9,22.4,10.7,341.7,3,HIGH IRRIGATION
58.9,23.1,25.9,55.1,7.6,25.6,0,NO IRRIGATION
21.1,30.9,31.0,33.1,7.4,104.8,3,HIGH IRRIGATION
46.8,16.9,17.6,75.6,3.3,30.6,0,NO IRRIGATION
70.3,12.5,14.3,68.8,6.3,282.5,0,NO IRRIGATION
71.6,27.0,29.0,84.0,6.0,261.6,0,NO IRRIGATION
14.5,40.6,41.0,20.5,6.0,183.4,3,HIGH IRRIGATION
27.5,26.7,29.9,54.8,4.5,231.0,2,MEDIUM IRRIGATION
19.7,27.1,28.9,19.7,2.6,22.7,3,HIGH IRRIGATION
28.7,30.4,32.1,28.8,6.1,22.7,2,MEDIUM IRRIGATION
18.6,46.0,45.7,22.1,8.0,51.7,3,HIGH IRRIGATION
82.0,17.4,19.3,88.1,22.6,346.1,0,NO IRRIGATION
80.8,24.2,25.8,89.4,4.3,301.2,0,NO IRRIGATION
19.1,41.0,41.6,30.0,31.6,323.1,3,HIGH IRRIGATION
46.6,31.8,33.3,41.5,13.0,218.1,2,MEDIUM IRRIGATION
38.5,24.4,24.6,57.6,9.1,280.0,1,LOW IRRIGATION
58.9,16.5,17.5,89.3,4.8,347.1,0,NO IRRIGATION
37.1,24.4,26.9,56.6,9.0,82.3,1,LOW IRRIGATION
38.8,12.0,10.0,70.9,7.3,146.0,1,LOW IRRIGATION
45.7,26.1,26.9,36.3,6.1,356.7,1,LOW IRRIGATION
57.8,23.8,22.4,56.9,18.2,79.7,0,NO IRRIGATION
31.9,33.5,37.0,16.2,4.5,180.0,2,MEDIUM IRRIGATION
30.0,32.3,32.2,39.1,13.2,50.0,2,MEDIUM IRRIGATION
34.5,32.6,34.0,8.0,33.2,32.2,2,MEDIUM IRRIGATION
38.7,24.3,27.9,33.6,7.0,67.1,1,LOW IRRIGATION
69.0,16.4,18.5,79.5,2.1,257.1,0,NO IRRIGATION
23.6,42.7,42.6,21.7,20.9,271.6,3,HIGH IRRIGATION
72.8,18.0,19.1,80.1,21.3,168.6,0,NO IRRIGATION
44.3,27.5,29.3,44.2,3.0,127.1,1,LOW IRRIGATION
74.5,16.5,18.5,74.7,10.1,42.4,0,NO IRRIGATION
47.1,21.7,22.7,41.9,4.0,296.8,1,LOW IRRIGATION
26.7,24.0,26.0,48.6,23.5,5.4,2,MEDIUM IRRIGATION
37.5,33.3,36.6,37.1,2.6,296.1,2,MEDIUM IRRIGATION
89.2,19.7,22.2,87.3,7.6,191.8,0,NO IRRIGATION
13.3,40.8,42.2,26.0,10.1,334.3,3,HIGH IRRIGATION
25.2,42.0,39.5,28.5,10.2,145.4,3,HIGH IRRIGATION
74.9,15.1,15.4,78.1,1.3,149.9,0,NO IRRIGATION
74.2,16.4,16.3,78.5,5.6,37.9,0,NO IRRIGATION
64.1,23.0,24.8,44.4,3.0,58.5,0,NO IRRIGATION
33.7,34.3,36.7,20.2,18.8,22.0,2,MEDIUM IRRIGATION
62.1,13.8,15.8,73.6,8.0,275.7,0,NO IRRIGATION
66.2,22.1,25.3,66.2,2.7,93.9,0,NO IRRIGATION
65.5,21.0,23.7,55.0,6.8,280.4,0,NO IRRIGATION
47.0,14.4,14.6,76.7,4.3,283.3,0,NO IRRIGATION
34.8,36.6,38.3,27.6,18.4,154.2,2,MEDIUM IRRIGATION
24.2,33.6,36.6,44.7,19.6,132.5,3,HIGH IRRIGATION
49.6,26.1,27.7,49.9,9.1,168.4,1,LOW IRRIGATION
13.0,34.7,35.7,34.5,16.2,227.9,3,HIGH IRRIGATION
29.0,32.6,37.1,50.0,25.4,198.1,2,MEDIUM IRRIGATION
89.7,24.3,26.5,83.0,6.1,131.2,0,NO IRRIGATION
41.5,24.4,26.8,47.6,2.3,62.3,1,LOW IRRIGATION
59.6,24.6,26.4,46.8,6.9,73.3,0,NO IRRIGATION
15.6,32.1,33.1,30.0,14.3,237.7,3,HIGH IRRIGATION
12.4,35.3,34.0,23.4,19.6,335.3,3,HIGH IRRIGATION
26.5,37.2,38.8,35.2,8.6,354.2,2,MEDIUM IRRIGATION
48.7,28.9,28.8,69.1,1.3,227.0,0,NO IRRIGATION
49.6,22.0,22.6,91.6,2.8,301.6,0,NO IRRIGATION
38.6,27.9,28.2,38.0,10.4,14.3,2,MEDIUM IRRIGATION
67.2,19.6,20.7,88.5,7.2,72.5,0,NO IRRIGATION
69.0,24.1,28.4,84.1,7.2,356.9,0,NO IRRIGATION
33.7,26.3,28.8,37.9,26.0,99.0,2,MEDIUM IRRIGATION
50.0,26.4,27.0,67.4,2.5,88.2,1,LOW IRRIGATION
13.2,31.9,33.6,32.0,9.5,138.4,3,HIGH IRRIGATION
60.2,15.0,16.0,82.9,9.9,218.1,0,NO IRRIGATION
41.7,12.5,13.6,79.2,1.6,191.2,1,LOW IRRIGATION
28.2,25.0,24.4,59.5,14.4,96.1,2,MEDIUM IRRIGATION
36.1,30.7,32.7,42.3,2.0,5.9,2,MEDIUM IRRIGATION
21.3,37.3,36.5,26.5,11.8,183.6,3,HIGH IRRIGATION
39.6,21.7,24.0,81.2,3.1,177.1,1,LOW IRRIGATION
23.2,35.0,36.9,34.2,10.9,248.2,3,HIGH IRRIGATION
76.9,13.5,13.4,70.4,2.9,355.8,0,NO IRRIGATION
14.4,37.4,35.4,16.6,12.8,214.5,3,HIGH IRRIGATION
41.9,27.5,29.9,41.6,4.1,134.4,1,LOW IRRIGATION
33.3,29.7,33.5,22.1,4.5,326.4,2,MEDIUM IRRIGATION
17.6,30.2,33.7,35.1,11.5,72.7,3,HIGH IRRIGATION
47.1,12.0,13.5,86.2,5.2,222.0,0,NO IRRIGATION
40.7,25.2,25.1,51.6,3.7,174.4,1,LOW IRRIGATION
60.7,23.5,24.1,80.0,17.4,123.6,0,NO IRRIGATION
49.0,31.5,32.2,41.3,2.0,134.5,1,LOW IRRIGATION
63.3,17.1,19.0,76.5,2.2,309.8,0,NO IRRIGATION
64.9,20.4,23.2,90.1,7.7,266.1,0,NO IRRIGATION
37.7,35.0,36.8,18.3,8.5,167.9,2,MEDIUM IRRIGATION
24.1,29.2,31.5,28.6,19.0,140.9,3,HIGH IRRIGATION
55.1,16.9,17.7,75.0,1.7,227.2,0,NO IRRIGATION
73.0,24.8,26.8,81.6,10.4,334.0,0,NO IRRIGATION
61.9,17.1,16.3,81.4,13.4,78.6,0,NO IRRIGATION
28.4,29.0,30.6,40.9,9.5,89.5,2,MEDIUM IRRIGATION
12.7,36.3,34.8,47.9,5.4,231.4,3,HIGH IRRIGATION
66.1,12.4,14.0,71.4,15.0,111.6,0,NO IRRIGATION
54.5,25.1,26.8,61.9,7.5,253.4,0,NO IRRIGATION
31.7,33.7,36.5,15.3,13.2,334.6,3,HIGH IRRIGATION
50.6,30.6,33.8,29.3,9.1,25.6,1,LOW IRRIGATION
45.7,19.5,20.5,49.1,6.3,118.4,1,LOW IRRIGATION
73.1,21.8,26.4,98.7,7.3,145.5,0,NO IRRIGATION
77.5,13.1,14.7,71.8,0.6,161.5,0,NO IRRIGATION
84.4,17.8,21.9,85.3,20.0,117.6,0,NO IRRIGATION
58.9,20.6,22.2,90.7,10.2,216.6,0,NO IRRIGATION
69.2,17.2,17.5,80.3,3.4,4.8,0,NO IRRIGATION
46.8,22.0,24.0,79.6,7.5,28.6,0,NO IRRIGATION
41.3,30.1,32.0,28.3,24.6,237.5,2,MEDIUM IRRIGATION
34.6,32.2,34.0,23.8,7.8,291.6,2,MEDIUM IRRIGATION
52.4,12.5,13.0,79.3,4.2,359.9,0,NO IRRIGATION
38.4,19.0,19.1,77.3,0.9,63.5,1,LOW IRRIGATION
48.8,26.6,25.6,40.8,1.0,349.1,1,LOW IRRIGATION
49.0,21.9,22.9,77.1,1.1,108.4,1,LOW IRRIGATION
26.7,30.1,29.8,49.7,8.2,6.3,2,MEDIUM IRRIGATION
61.6,18.5,20.7,85.3,9.4,187.3,0,NO IRRIGATION
16.5,35.8,40.2,12.5,32.6,138.1,3,HIGH IRRIGATION
20.4,36.2,36.2,31.2,11.7,127.4,3,HIGH IRRIGATION
39.3,31.1,35.3,15.9,11.5,291.7,2,MEDIUM IRRIGATION
21.6,45.9,46.3,21.8,7.7,252.5,3,HIGH IRRIGATION
64.9,17.9,20.1,92.9,6.7,265.3,0,NO IRRIGATION
59.0,15.8,17.7,85.4,11.8,186.0,0,NO IRRIGATION
67.6,26.4,28.9,44.9,1.1,296.8,0,NO IRRIGATION
70.5,16.1,20.2,90.7,1.7,269.2,0,NO IRRIGATION
56.2,27.0,27.3,53.8,1.2,331.8,0,NO IRRIGATION
40.8,16.5,16.8,74.7,0.8,82.5,0,NO IRRIGATION
33.6,21.9,23.8,55.3,17.1,236.8,2,MEDIUM IRRIGATION
36.7,38.6,37.9,27.0,17.8,98.9,2,MEDIUM IRRIGATION
36.0,29.4,31.3,32.1,8.2,124.5,2,MEDIUM IRRIGATION
36.9,24.9,29.4,39.0,5.7,282.6,2,MEDIUM IRRIGATION
48.8,13.8,14.5,83.9,4.5,240.6,0,NO IRRIGATION
26.4,26.9,30.3,23.7,3.8,248.8,2,MEDIUM IRRIGATION
54.5,26.2,28.2,47.9,11.9,132.6,1,LOW IRRIGATION
70.6,17.7,18.6,75.3,2.3,101.3,0,NO IRRIGATION
89.0,27.0,28.5,82.7,4.9,135.7,0,NO IRRIGATION
36.6,22.0,21.9,82.1,2.6,321.6,1,LOW IRRIGATION
38.8,13.7,15.3,79.3,2.6,281.5,1,LOW IRRIGATION
53.9,18.6,21.9,46.0,2.2,182.0,0,NO IRRIGATION
70.8,16.0,16.2,76.4,1.8,312.7,0,NO IRRIGATION
18.1,25.6,26.0,47.3,6.6,307.6,2,MEDIUM IRRIGATION
47.5,13.0,14.1,84.9,4.0,264.4,0,NO IRRIGATION
75.7,21.9,22.1,79.2,3.8,346.1,0,NO IRRIGATION
36.3,13.7,13.9,83.3,0.7,340.9,1,LOW IRRIGATION
81.1,22.6,26.3,92.7,6.5,163.8,0,NO IRRIGATION
25.0,37.1,34.9,19.4,23.3,224.7,3,HIGH IRRIGATION
56.5,22.0,23.1,85.1,3.7,249.3,0,NO IRRIGATION
74.7,15.0,16.7,87.8,21.2,233.0,0,NO IRRIGATION
22.3,25.5,26.2,44.8,4.7,199.0,2,MEDIUM IRRIGATION
74.3,14.2,15.7,76.9,4.4,256.5,0,NO IRRIGATION
27.9,31.4,34.6,17.4,18.5,275.6,3,HIGH IRRIGATION
46.8,14.5,15.2,81.3,1.1,179.3,0,NO IRRIGATION
20.5,28.4,26.9,32.9,12.6,154.8,3,HIGH IRRIGATION
45.5,15.6,16.6,83.5,1.0,142.0,1,LOW IRRIGATION
74.1,25.3,27.2,86.8,14.5,107.0,0,NO IRRIGATION
40.1,16.6,17.8,72.3,1.1,179.0,1,LOW IRRIGATION
73.2,19.1,19.8,77.3,3.2,3.8,0,NO IRRIGATION
51.4,32.8,36.4,33.4,8.4,255.1,1,LOW IRRIGATION
50.4,12.8,14.7,76.1,1.0,353.2,0,NO IRRIGATION
56.4,14.7,14.2,92.2,0.5,241.8,0,NO IRRIGATION
14.6,43.0,41.8,24.5,7.6,35.1,3,HIGH IRRIGATION
10.8,38.6,37.5,17.5,11.9,186.0,3,HIGH IRRIGATION
23.7,32.4,37.7,12.0,11.0,344.3,3,HIGH IRRIGATION
38.0,32.4,33.8,41.7,7.7,23.0,2,MEDIUM IRRIGATION
61.1,15.2,18.4,74.3,0.6,243.5,0,NO IRRIGATION
89.9,19.0,22.5,82.6,16.3,38.7,0,NO IRRIGATION
66.3,19.2,22.8,90.1,4.8,344.7,0,NO IRRIGATION
43.3,27.7,28.4,60.1,16.9,259.7,1,LOW IRRIGATION
86.2,25.3,28.5,82.6,2.0,54.3,0,NO IRRIGATION
25.0,41.1,40.7,18.7,21.1,30.3,3,HIGH IRRIGATION
65.3,24.0,24.2,55.0,6.5,344.9,0,NO IRRIGATION
46.2,26.1,26.7,55.4,8.0,112.0,1,LOW IRRIGATION
70.4,17.7,18.8,74.0,0.5,340.6,0,NO IRRIGATION
40.9,27.5,28.6,34.9,8.4,88.7,1,LOW IRRIGATION
55.0,26.3,28.3,46.6,20.4,87.7,1,LOW IRRIGATION
65.1,20.5,22.1,86.0,3.8,147.3,0,NO IRRIGATION
76.4,16.0,17.4,78.8,4.8,122.8,0,NO IRRIGATION
54.2,16.6,19.3,83.3,2.8,159.7,0,NO IRRIGATION
43.6,18.8,21.2,66.8,2.9,242.9,1,LOW IRRIGATION
18.9,35.8,35.6,28.4,6.6,329.4,3,HIGH IRRIGATION
58.2,24.5,24.4,45.3,3.1,104.3,0,NO IRRIGATION
37.3,23.3,27.5,32.1,3.4,220.7,2,MEDIUM IRRIGATION
61.4,22.3,24.0,56.5,8.4,35.7,0,NO IRRIGATION
53.0,22.4,24.4,48.4,5.5,310.5,0,NO IRRIGATION
22.8,34.6,38.5,36.4,8.3,3.3,3,HIGH IRRIGATION
47.0,16.4,17.8,86.9,2.0,354.5,0,NO IRRIGATION
29.6,29.7,30.3,39.2,9.4,73.0,2,MEDIUM IRRIGATION
68.5,25.5,28.9,87.5,7.1,160.3,0,NO IRRIGATION
44.1,17.6,17.4,68.6,2.4,27.8,1,LOW IRRIGATION
50.3,19.1,20.3,85.5,0.6,262.0,0,NO IRRIGATION
60.0,15.3,16.8,68.1,1.3,5.3,0,NO IRRIGATION
25.9,21.4,21.7,51.7,4.2,134.4,2,MEDIUM IRRIGATION
50.2,22.0,23.9,55.2,9.5,356.7,1,LOW IRRIGATION
60.2,21.1,22.7,55.6,3.1,298.0,0,NO IRRIGATION
22.0,27.4,26.0,44.8,10.0,318.3,2,MEDIUM IRRIGATION
59.5,20.1,22.6,83.9,1.0,321.2,0,NO IRRIGATION
49.5,29.3,32.6,28.2,13.5,207.1,1,LOW IRRIGATION
64.7,28.7,30.0,56.3,4.5,344.1,0,NO IRRIGATION
68.0,23.3,27.3,88.8,20.5,180.0,0,NO IRRIGATION
54.0,22.0,23.5,52.7,6.6,357.1,0,NO IRRIGATION
11.3,33.2,34.0,15.0,11.5,13.9,3,HIGH IRRIGATION
75.8,17.8,19.2,84.9,13.3,1.2,0,NO IRRIGATION
45.9,16.7,17.8,75.5,2.2,300.9,0,NO IRRIGATION
67.3,23.9,26.5,44.9,4.1,251.3,0,NO IRRIGATION
40.6,17.0,18.3,86.3,4.7,194.3,0,NO IRRIGATION
16.8,30.1,30.4,40.4,9.8,169.8,3,HIGH IRRIGATION
35.4,16.1,17.3,76.7,0.5,4.0,1,LOW IRRIGATION
71.7,19.5,20.0,66.5,9.6,224.5,0,NO IRRIGATION
32.2,41.1,39.7,26.6,34.3,102.5,2,MEDIUM IRRIGATION
32.2,39.0,40.0,23.8,6.6,201.2,2,MEDIUM IRRIGATION
36.6,27.3,31.8,18.5,11.5,156.2,2,MEDIUM IRRIGATION
67.3,26.8,28.6,50.5,17.6,26.2,0,NO IRRIGATION
41.9,20.1,21.2,83.9,6.6,183.6,1,LOW IRRIGATION
15.0,26.8,28.4,24.5,3.8,139.7,3,HIGH IRRIGATION
72.1,24.8,25.5,85.0,10.2,223.3,0,NO IRRIGATION
35.3,42.5,43.0,20.3,16.3,347.0,2,MEDIUM IRRIGATION
42.2,27.4,26.4,38.1,1.8,88.3,1,LOW IRRIGATION
38.7,16.3,19.3,76.1,5.3,88.2,1,LOW IRRIGATION
66.6,22.1,25.6,53.7,1.0,92.0,0,NO IRRIGATION
50.5,17.1,18.3,77.0,2.2,256.6,0,NO IRRIGATION
36.2,16.2,19.2,82.3,2.7,181.3,1,LOW IRRIGATION
77.6,22.7,25.7,89.2,5.2,277.7,0,NO IRRIGATION
38.3,12.0,10.0,72.1,3.7,183.7,1,LOW IRRIGATION
41.9,29.8,32.7,33.4,5.2,192.4,2,MEDIUM IRRIGATION
63.3,21.4,25.2,83.6,10.5,318.7,0,NO IRRIGATION
70.8,18.9,18.9,80.2,1.1,263.9,0,NO IRRIGATION
29.6,20.4,19.8,47.3,14.0,147.2,2,MEDIUM IRRIGATION
74.3,24.7,27.3,91.1,11.0,241.8,0,NO IRRIGATION
32.3,34.3,34.0,18.4,14.4,238.9,2,MEDIUM IRRIGATION
23.7,25.2,26.0,17.2,5.5,243.8,2,MEDIUM IRRIGATION
12.3,31.2,34.3,28.2,12.6,68.1,3,HIGH IRRIGATION
42.6,13.2,14.7,76.9,3.0,227.5,1,LOW IRRIGATION
14.5,31.9,36.3,41.5,10.3,143.7,3,HIGH IRRIGATION
65.9,20.9,24.7,87.8,4.2,88.9,0,NO IRRIGATION
41.4,20.6,23.0,63.3,3.6,25.8,1,LOW IRRIGATION
41.5,16.5,16.9,83.8,0.5,289.7,1,LOW IRRIGATION
37.8,30.9,34.2,43.4,15.1,93.6,2,MEDIUM IRRIGATION
56.8,12.0,13.4,73.6,3.1,41.6,0,NO IRRIGATION
48.4,17.3,18.0,86.3,3.4,111.7,0,NO IRRIGATION
16.5,37.5,38.4,18.9,36.4,357.6,3,HIGH IRRIGATION
39.5,32.8,32.6,34.1,5.5,147.8,1,LOW IRRIGATION
57.4,19.5,20.9,79.6,1.0,51.5,0,NO IRRIGATION
34.2,38.6,38.5,22.2,12.0,358.1,2,MEDIUM IRRIGATION
58.9,16.9,19.2,78.8,0.9,68.3,0,NO IRRIGATION
29.2,29.2,29.9,30.8,12.2,157.3,2,MEDIUM IRRIGATION
24.0,33.8,35.6,30.0,13.0,331.9,3,HIGH IRRIGATION
59.1,28.1,31.8,59.6,11.2,336.3,0,NO IRRIGATION
69.6,22.2,24.7,86.3,4.7,141.1,0,NO IRRIGATION
